cycle_number,max_capacity_in_Ah,mean_temperature_in_C,max_abs_current_in_A,c_rate,nominal_capacity_Ah,depth_of_discharge,depth_of_charge,anode_material,cathode_material,electrolyte_material,cell_id,SOH,source_file
90,0.8234344,25,5.1006594,5.1006594,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.927409528,NA-ion_270040-5-2-38
91,0.8224403,25,5.1006308,5.1006308,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.926289903,NA-ion_270040-5-2-38
92,0.8215907,25,5.1006441,5.1006441,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.925333024,NA-ion_270040-5-2-38
93,0.8208781,25,5.1005898,5.1005898,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.924530444,NA-ion_270040-5-2-38
94,0.8201697,25,5.100615,5.100615,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.923732594,NA-ion_270040-5-2-38
95,0.8193218,25,5.1006346,5.1006346,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.92277763,NA-ion_270040-5-2-38
96,0.8186125,25,5.1005969,5.1005969,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.921978766,NA-ion_270040-5-2-38
97,0.817621,25,5.1005969,5.1005969,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.92086207,NA-ion_270040-5-2-38
98,0.8169113,25,5.1006193,5.1006193,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.920062756,NA-ion_270040-5-2-38
99,0.8162035,25,5.1006193,5.1006193,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.919265582,NA-ion_270040-5-2-38
100,0.8154958,25,5.1006222,5.1006222,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.91846852,NA-ion_270040-5-2-38
101,0.8147831,25,5.1006203,5.1006203,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.917665828,NA-ion_270040-5-2-38
102,0.8139361,25,5.1006036,5.1006036,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.916711877,NA-ion_270040-5-2-38
103,0.8132339,25,5.1006536,5.1006536,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.91592101,NA-ion_270040-5-2-38
104,0.8123778,25,5.100605,5.100605,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.91495681,NA-ion_270040-5-2-38
105,0.8116687,25,5.1006389,5.1006389,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.914158172,NA-ion_270040-5-2-38
106,0.8108236,25,5.100636,5.100636,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.913206361,NA-ion_270040-5-2-38
107,0.8102554,25,5.1006427,5.1006427,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.912566415,NA-ion_270040-5-2-38
108,0.8094037,25,5.1006165,5.1006165,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.911607171,NA-ion_270040-5-2-38
109,0.808838,25,5.1006613,5.1006613,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.91097004,NA-ion_270040-5-2-38
110,0.8079827,25,5.1005845,5.1005845,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.910006741,NA-ion_270040-5-2-38
111,0.807419,25,5.100596,5.100596,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.909371862,NA-ion_270040-5-2-38
112,0.8065673,25,5.1006122,5.1006122,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.908412618,NA-ion_270040-5-2-38
113,0.8058655,25,5.100666,5.100666,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.907622202,NA-ion_270040-5-2-38
114,0.8050142,25,5.1006293,5.1006293,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.906663408,NA-ion_270040-5-2-38
115,0.8044474,25,5.1006231,5.1006231,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.906025038,NA-ion_270040-5-2-38
116,0.8035946,25,5.1006346,5.1006346,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.905064555,NA-ion_270040-5-2-38
117,0.8028885,25,5.100647,5.100647,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.904269296,NA-ion_270040-5-2-38
118,0.8021789,25,5.100647,5.100647,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.903470094,NA-ion_270040-5-2-38
119,0.8013286,25,5.1006303,5.1006303,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.902512427,NA-ion_270040-5-2-38
120,0.8007626,25,5.1006479,5.1006479,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.901874958,NA-ion_270040-5-2-38
121,0.7999148,25,5.1006646,5.1006646,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.900920106,NA-ion_270040-5-2-38
122,0.7990664,25,5.1006918,5.1006918,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.899964579,NA-ion_270040-5-2-38
123,0.7983595,25,5.1006942,5.1006942,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.899168418,NA-ion_270040-5-2-38
124,0.7976506,25,5.1006556,5.1006556,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.898370006,NA-ion_270040-5-2-38
125,0.7969466,25,5.1006999,5.1006999,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.897577111,NA-ion_270040-5-2-38
126,0.7962329,25,5.1006675,5.1006675,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.896773293,NA-ion_270040-5-2-38
127,0.7955287,25,5.1007009,5.1007009,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.895980173,NA-ion_270040-5-2-38
128,0.7948196,25,5.1006527,5.1006527,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.895181535,NA-ion_270040-5-2-38
129,0.7939742,25,5.1006813,5.1006813,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.894229386,NA-ion_270040-5-2-38
130,0.7932652,25,5.1006951,5.1006951,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.893430861,NA-ion_270040-5-2-38
131,0.7926924,25,5.1006513,5.1006513,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.892785733,NA-ion_270040-5-2-38
132,0.7919877,25,5.1006498,5.1006498,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.891992051,NA-ion_270040-5-2-38
133,0.7914209,25,5.1006536,5.1006536,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.891353681,NA-ion_270040-5-2-38
134,0.7907139,25,5.1007276,5.1007276,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.890557408,NA-ion_270040-5-2-38
135,0.7900059,25,5.1006508,5.1006508,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.889760009,NA-ion_270040-5-2-38
136,0.7894383,25,5.100698,5.100698,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.889120738,NA-ion_270040-5-2-38
137,0.7885864,25,5.1007166,5.1007166,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.888161268,NA-ion_270040-5-2-38
138,0.7878804,25,5.1007285,5.1007285,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.887366122,NA-ion_270040-5-2-38
139,0.7871724,25,5.1006827,5.1006827,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.886568722,NA-ion_270040-5-2-38
140,0.7866087,25,5.1007924,5.1007924,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.885933844,NA-ion_270040-5-2-38
141,0.7857561,25,5.1007056,5.1007056,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.884973586,NA-ion_270040-5-2-38
142,0.7851924,25,5.1007318,5.1007318,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.884338708,NA-ion_270040-5-2-38
143,0.784487,25,5.1007776,5.1007776,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.883544237,NA-ion_270040-5-2-38
144,0.7836362,25,5.1007285,5.1007285,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.882586006,NA-ion_270040-5-2-38
145,0.7829273,25,5.1007466,5.1007466,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.881787593,NA-ion_270040-5-2-38
146,0.7823606,25,5.1007257,5.1007257,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.881149336,NA-ion_270040-5-2-38
147,0.7815058,25,5.1007042,5.1007042,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.8801866,NA-ion_270040-5-2-38
148,0.7809412,25,5.1007195,5.1007195,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.879550708,NA-ion_270040-5-2-38
149,0.7800919,25,5.1007133,5.1007133,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.878594167,NA-ion_270040-5-2-38
150,0.7793818,25,5.1006694,5.1006694,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.877794403,NA-ion_270040-5-2-38
151,0.7788171,25,5.1007547,5.1007547,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.877158398,NA-ion_270040-5-2-38
152,0.7778268,25,5.100791,5.100791,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.876043053,NA-ion_270040-5-2-38
153,0.7771155,25,5.100719,5.100719,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.875241937,NA-ion_270040-5-2-38
154,0.7764077,25,5.1007209,5.1007209,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.874444763,NA-ion_270040-5-2-38
155,0.7756979,25,5.1007209,5.1007209,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.873645336,NA-ion_270040-5-2-38
156,0.7747123,25,5.1007562,5.1007562,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.872535285,NA-ion_270040-5-2-38
157,0.7741416,25,5.1007042,5.1007042,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.871892522,NA-ion_270040-5-2-38
158,0.7731515,25,5.1007566,5.1007566,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.870777402,NA-ion_270040-5-2-38
159,0.7724399,25,5.1006818,5.1006818,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.869975949,NA-ion_270040-5-2-38
160,0.7717342,25,5.1007133,5.1007133,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.86918114,NA-ion_270040-5-2-38
161,0.770884,25,5.1006904,5.1006904,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.868223585,NA-ion_270040-5-2-38
162,0.7700343,25,5.10075,5.10075,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.867266593,NA-ion_270040-5-2-38
163,0.7691835,25,5.1007233,5.1007233,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.866308363,NA-ion_270040-5-2-38
164,0.7684741,25,5.1006551,5.1006551,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.865509387,NA-ion_270040-5-2-38
165,0.767766,25,5.1007481,5.1007481,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.864711875,NA-ion_270040-5-2-38
166,0.7670619,25,5.10074,5.10074,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.863918868,NA-ion_270040-5-2-38
167,0.7659256,25,5.1007528,5.1007528,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.862639087,NA-ion_270040-5-2-38
168,0.7652211,25,5.1007552,5.1007552,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.86184563,NA-ion_270040-5-2-38
169,0.7642272,25,5.1007442,5.1007442,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.86072623,NA-ion_270040-5-2-38
170,0.763516,25,5.1007385,5.1007385,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.859925227,NA-ion_270040-5-2-38
171,0.7625248,25,5.1006951,5.1006951,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.858808868,NA-ion_270040-5-2-38
172,0.761965,25,5.1007833,5.1007833,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.858178382,NA-ion_270040-5-2-38
173,0.7611088,25,5.1007442,5.1007442,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.85721407,NA-ion_270040-5-2-38
174,0.7602603,25,5.1007576,5.1007576,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.856258429,NA-ion_270040-5-2-38
175,0.7592694,25,5.1007924,5.1007924,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.855142408,NA-ion_270040-5-2-38
176,0.7584182,25,5.1007104,5.1007104,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.854183727,NA-ion_270040-5-2-38
177,0.7574254,25,5.100801,5.100801,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.853065566,NA-ion_270040-5-2-38
178,0.7567158,25,5.1007376,5.1007376,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.852266365,NA-ion_270040-5-2-38
179,0.7558659,25,5.10077,5.10077,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.851309148,NA-ion_270040-5-2-38
180,0.7550187,25,5.1007481,5.1007481,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.850354972,NA-ion_270040-5-2-38
181,0.7541615,25,5.1006937,5.1006937,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.849389533,NA-ion_270040-5-2-38
182,0.7533151,25,5.1007147,5.1007147,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.848436258,NA-ion_270040-5-2-38
183,0.7524666,25,5.1007166,5.1007166,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.847480618,NA-ion_270040-5-2-38
184,0.7517603,25,5.10078,5.10078,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.846685134,NA-ion_270040-5-2-38
185,0.750912,25,5.1007648,5.1007648,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.845729719,NA-ion_270040-5-2-38
186,0.7500578,25,5.1007524,5.1007524,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.844767659,NA-ion_270040-5-2-38
187,0.7489266,25,5.1007667,5.1007667,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.843493622,NA-ion_270040-5-2-38
188,0.7482148,25,5.1007009,5.1007009,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.842691943,NA-ion_270040-5-2-38
189,0.7472261,25,5.1007524,5.1007524,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.8415784,NA-ion_270040-5-2-38
190,0.746371,25,5.1007304,5.1007304,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.840615326,NA-ion_270040-5-2-38
191,0.745525,25,5.1007371,5.1007371,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.839662502,NA-ion_270040-5-2-38
192,0.7445329,25,5.1007681,5.1007681,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.838545129,NA-ion_270040-5-2-38
193,0.7436797,25,5.100698,5.100698,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.837584196,NA-ion_270040-5-2-38
194,0.7426899,25,5.1007609,5.1007609,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.836469414,NA-ion_270040-5-2-38
195,0.7416991,25,5.10077,5.10077,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.835353505,NA-ion_270040-5-2-38
196,0.7409919,25,5.1007514,5.1007514,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.834557007,NA-ion_270040-5-2-38
197,0.7398617,25,5.1007733,5.1007733,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.833284097,NA-ion_270040-5-2-38
198,0.7391489,25,5.1007385,5.1007385,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.832481291,NA-ion_270040-5-2-38
199,0.7383014,25,5.100759,5.100759,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.831526777,NA-ion_270040-5-2-38
200,0.737309,25,5.1007137,5.1007137,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.830409067,NA-ion_270040-5-2-38
201,0.7364587,25,5.1007953,5.1007953,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.829451399,NA-ion_270040-5-2-38
202,0.7353239,25,5.1007333,5.1007333,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.828173308,NA-ion_270040-5-2-38
203,0.7346187,25,5.1008387,5.1008387,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.827379063,NA-ion_270040-5-2-38
204,0.7337626,25,5.1007233,5.1007233,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.826414863,NA-ion_270040-5-2-38
205,0.7329162,25,5.1007552,5.1007552,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.825461588,NA-ion_270040-5-2-38
206,0.731783,25,5.1007304,5.1007304,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.824185298,NA-ion_270040-5-2-38
207,0.7310739,25,5.1007857,5.1007857,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.82338666,NA-ion_270040-5-2-38
208,0.7299361,25,5.1007037,5.1007037,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.82210519,NA-ion_270040-5-2-38
209,0.7290875,25,5.1007357,5.1007357,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.821149437,NA-ion_270040-5-2-38
210,0.7280954,25,5.1007071,5.1007071,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.820032065,NA-ion_270040-5-2-38
211,0.7273913,25,5.10078,5.10078,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.819239058,NA-ion_270040-5-2-38
212,0.7262581,25,5.1007733,5.1007733,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.817962769,NA-ion_270040-5-2-38
213,0.7254029,25,5.1007028,5.1007028,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.816999583,NA-ion_270040-5-2-38
214,0.7242736,25,5.1007376,5.1007376,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.815727686,NA-ion_270040-5-2-38
215,0.7235606,25,5.1007304,5.1007304,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.814924655,NA-ion_270040-5-2-38
216,0.7224304,25,5.100759,5.100759,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.813651745,NA-ion_270040-5-2-38
217,0.721577,25,5.1006818,5.1006818,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.812690586,NA-ion_270040-5-2-38
218,0.720588,25,5.1007414,5.1007414,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.811576705,NA-ion_270040-5-2-38
219,0.7195956,25,5.1007037,5.1007037,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.810458994,NA-ion_270040-5-2-38
220,0.7187464,25,5.1006765,5.1006765,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.809502566,NA-ion_270040-5-2-38
221,0.7177601,25,5.10077,5.10077,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.808391726,NA-ion_270040-5-2-38
222,0.7167591,25,5.1006937,5.1006937,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.807264329,NA-ion_270040-5-2-38
223,0.7156298,25,5.1007485,5.1007485,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.805992433,NA-ion_270040-5-2-38
224,0.714637,25,5.1007175,5.1007175,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.804874272,NA-ion_270040-5-2-38
225,0.7136446,25,5.1006827,5.1006827,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.803756561,NA-ion_270040-5-2-38
226,0.712655,25,5.1006999,5.1006999,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-2-38,0.802642004,NA-ion_270040-5-2-38
1,0.8979647,25,5.1008658,5.1008658,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,1,NA-ion_270040-5-3-37
2,0.9015285,25,5.1008234,5.1008234,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,1,NA-ion_270040-5-3-37
3,0.9002546,25,5.1008248,5.1008248,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,1,NA-ion_270040-5-3-37
4,0.8994025,25,5.100822,5.100822,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,1,NA-ion_270040-5-3-37
5,0.8988388,25,5.1008401,5.1008401,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,1,NA-ion_270040-5-3-37
6,0.8982766,25,5.1008387,5.1008387,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,1,NA-ion_270040-5-3-37
7,0.897569,25,5.1008873,5.1008873,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.999559337,NA-ion_270040-5-3-37
8,0.8969983,25,5.1008329,5.1008329,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.998923788,NA-ion_270040-5-3-37
9,0.8965723,25,5.1008635,5.1008635,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.998449382,NA-ion_270040-5-3-37
10,0.896005,25,5.1008401,5.1008401,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.99781762,NA-ion_270040-5-3-37
11,0.8957234,25,5.1008368,5.1008368,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.997504022,NA-ion_270040-5-3-37
12,0.8953015,25,5.100852,5.100852,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.997034182,NA-ion_270040-5-3-37
13,0.8945923,25,5.100872,5.100872,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.996244396,NA-ion_270040-5-3-37
14,0.8944524,25,5.1008272,5.1008272,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.996088599,NA-ion_270040-5-3-37
15,0.8940246,25,5.1008234,5.1008234,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.995612188,NA-ion_270040-5-3-37
16,0.8936075,25,5.1008687,5.1008687,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.995147693,NA-ion_270040-5-3-37
17,0.8931785,25,5.1008525,5.1008525,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.994669946,NA-ion_270040-5-3-37
18,0.8930375,25,5.1008368,5.1008368,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.994512925,NA-ion_270040-5-3-37
19,0.8924683,25,5.100862,5.100862,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.993879047,NA-ion_270040-5-3-37
20,0.892186,25,5.1008663,5.1008663,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.993564669,NA-ion_270040-5-3-37
21,0.8917602,25,5.1008248,5.1008248,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.993090486,NA-ion_270040-5-3-37
22,0.8914746,25,5.1008673,5.1008673,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.992772433,NA-ion_270040-5-3-37
23,0.8910566,25,5.1008716,5.1008716,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.992306936,NA-ion_270040-5-3-37
24,0.8907647,25,5.1008039,5.1008039,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.991981867,NA-ion_270040-5-3-37
25,0.8903393,25,5.1007786,5.1007786,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.991508129,NA-ion_270040-5-3-37
26,0.8902017,25,5.100904,5.100904,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.991354894,NA-ion_270040-5-3-37
27,0.8897726,25,5.100822,5.100822,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.990877036,NA-ion_270040-5-3-37
28,0.889494,25,5.1008644,5.1008644,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.990566778,NA-ion_270040-5-3-37
29,0.8890641,25,5.1008401,5.1008401,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.990088029,NA-ion_270040-5-3-37
30,0.8886396,25,5.1008539,5.1008539,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.989615293,NA-ion_270040-5-3-37
31,0.8885003,25,5.1008177,5.1008177,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.989460165,NA-ion_270040-5-3-37
32,0.8882165,25,5.1008492,5.1008492,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.989144117,NA-ion_270040-5-3-37
33,0.8877929,25,5.1008248,5.1008248,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.988672383,NA-ion_270040-5-3-37
34,0.8875046,25,5.1008506,5.1008506,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.988351324,NA-ion_270040-5-3-37
35,0.8872231,25,5.100843,5.100843,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.988037837,NA-ion_270040-5-3-37
36,0.8869407,25,5.1008477,5.1008477,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.987723348,NA-ion_270040-5-3-37
37,0.8866581,25,5.1008344,5.1008344,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.987408636,NA-ion_270040-5-3-37
38,0.8863742,25,5.1008215,5.1008215,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.987092477,NA-ion_270040-5-3-37
39,0.8860993,25,5.1008773,5.1008773,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.98678634,NA-ion_270040-5-3-37
40,0.8858104,25,5.1008344,5.1008344,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.986464613,NA-ion_270040-5-3-37
